y_train_real,y_train_pred
10.95,11.997337196593328
9.6,11.997337196593328
14.3,11.997337196593328
11.52,11.997337196593328
14.05,11.997337196593328
18.66,17.07532639318862
9.25,11.997337196593328
10.3,11.273457406818354
12.06,11.997337196593328
15.06,11.997337196593328
20.5,11.997337196593328
14.03,11.997337196593328
9.93,11.997337196593328
19.14,13.603805931723157
0.32,1.8776910367869315
9.1,11.997337196593328
3.54,5.970373307960864
16.9,11.997337196593328
16.03,11.997337196593328
16.1,11.997337196593328
12.4,17.07532639318862
10.0,13.909154686687582
8.1,10.29352142857144
15.67,11.997337196593328
1.8,1.3109366539440952
3.11,16.148355948529876
0.19,0.38578902567355583
13.2,11.997337196593328
12.5,11.997337196593328
8.81,11.997337196593328
7.04,11.997337196593328
19.37,17.619687360074355
12.0,6.325232859124811
11.5,12.882732301296755
13.32,11.997337196593328
19.1,12.814135910075048
12.1,6.778603888888893
11.24,11.997337196593328
9.41,11.997337196593328
7.9,8.589951397720187
10.0,11.997337196593328
3.6,14.404042024845735
18.4,16.148355948529876
16.72,17.094086096958595
20.72,21.033150634920634
2.29,8.589951397720187
13.5,11.273457406818354
15.59,11.997337196593328
6.68,11.997337196593328
12.13,11.997337196593328
17.81,16.148355948529876
15.6,11.997337196593328
17.4,11.997337196593328
15.14,15.952736179023692
15.15,11.997337196593328
16.2,11.997337196593328
13.35,11.997337196593328
14.89,11.997337196593328
8.31,6.881064167340178
6.13,11.997337196593328
5.58,11.997337196593328
11.44,12.55993018563308
12.59,11.273457406818354
16.04,11.997337196593328
5.29,11.997337196593328
16.2,11.997337196593328
8.83,11.997337196593328
17.62,17.695695386363937
16.7,11.997337196593328
16.69,11.997337196593328
3.7,11.997337196593328
2.64,11.997337196593328
15.83,11.997337196593328
6.7,11.997337196593328
15.1,11.997337196593328
5.97,8.666472852063501
15.8,11.997337196593328
12.0,14.50340156066156
3.6,11.997337196593328
3.31,11.997337196593328
0.74,11.997337196593328
1.26,0.7377212128466023
15.0,11.997337196593328
10.15,11.997337196593328
14.1,11.997337196593328
18.9,11.997337196593328
13.58,4.717648108692549
7.41,11.997337196593328
6.89,11.997337196593328
13.9,18.133743980354417
12.74,11.997337196593328
14.45,11.997337196593328
8.51,11.997337196593328
14.5,11.997337196593328
13.2,11.997337196593328
12.0,11.997337196593328
18.0,11.997337196593328
10.24,11.997337196593328
11.7,11.997337196593328
18.15,11.997337196593328
14.3,11.997337196593328
15.1,15.781757619047626
18.6,18.92648794973707
14.34,16.171061847057537
18.96,11.997337196593328
13.66,11.997337196593328
16.13,11.997337196593328
15.0,11.997337196593328
15.78,14.70118080086579
1.62,8.589951397720187
12.49,11.997337196593328
7.0,11.997337196593328
11.63,12.566700681818197
14.31,11.997337196593328
16.42,11.997337196593328
6.02,11.273457406818354
1.67,11.997337196593328
12.0,11.997337196593328
14.6,13.750464210462836
19.0,11.997337196593328
13.85,11.997337196593328
2.7,14.404042024845735
12.59,11.997337196593328
8.73,11.997337196593328
13.0,14.09155480463981
13.74,11.997337196593328
19.94,11.997337196593328
17.8,16.81542739071386
5.1,11.997337196593328
17.2,11.997337196593328
6.82,11.997337196593328
9.2,16.171061847057537
13.82,11.997337196593328
9.43,11.997337196593328
4.1,8.188167686716714
13.3,11.997337196593328
12.66,11.997337196593328
17.97,11.997337196593328
18.66,17.504125272147835
18.2,19.443229454989456
17.46,11.997337196593328
17.28,12.882732301296755
1.0,11.997337196593328
10.1,11.997337196593328
11.53,11.997337196593328
15.67,11.997337196593328
14.79,11.997337196593328
18.0,16.171061847057537
19.6,19.25263166666664
9.7,12.882732301296755
18.25,17.656986995943218
16.5,12.882732301296755
17.56,11.997337196593328
4.3,11.997337196593328
10.4,11.997337196593328
12.31,11.997337196593328
16.2,11.997337196593328
13.61,11.997337196593328
14.84,11.997337196593328
10.5,11.997337196593328
15.97,11.997337196593328
1.0,11.997337196593328
8.89,9.998161102092102
18.0,11.997337196593328
17.13,15.781757619047626
17.0,15.340525
16.83,14.499714523809516
7.27,11.997337196593328
11.46,11.273457406818354
8.1,11.997337196593328
18.96,18.904060555555553
13.94,11.997337196593328
12.3,11.997337196593328
5.44,4.859488633832526
16.72,11.997337196593328
12.99,11.997337196593328
10.0,11.997337196593328
0.12,0.12553475801975802
16.06,14.951118005168189
15.13,11.997337196593328
18.4,16.148355948529876
9.44,11.997337196593328
13.47,11.997337196593328
2.5,8.188167686716714
11.4,12.905642857142858
5.64,11.997337196593328
8.01,11.997337196593328
17.32,16.18463277777777
16.42,11.997337196593328
10.3,11.997337196593328
12.27,11.997337196593328
4.64,11.997337196593328
10.8,11.997337196593328
12.62,8.188167686716714
14.5,11.997337196593328
12.8,11.997337196593328
4.5,11.997337196593328
17.7,17.792024980574986
19.41,17.735988761413893
6.1,11.997337196593328
8.14,11.997337196593328
11.46,11.997337196593328
13.23,11.997337196593328
7.91,11.997337196593328
8.59,11.997337196593328
19.4,17.639722285324975
4.09,11.997337196593328
7.05,11.997337196593328
14.0,11.997337196593328
0.24,11.997337196593328
19.83,18.116008514879407
18.5,11.997337196593328
17.2,15.758054676466891
10.26,11.997337196593328
14.01,11.997337196593328
16.84,17.735988761413893
15.6,11.997337196593328
19.9,16.401314188607163
16.3,11.997337196593328
11.1,12.309779920840253
8.48,11.997337196593328
16.27,15.959119609168761
19.87,16.39602649434278
15.36,11.997337196593328
19.1,18.618791607241878
17.02,11.997337196593328
19.2,17.924329453879455
8.2,11.997337196593328
15.4,13.381613274853798
11.03,11.997337196593328
7.7,16.94593378354939
0.5,14.404042024845735
6.26,11.997337196593328
20.62,16.148355948529876
16.22,14.404042024845735
0.3,11.997337196593328
5.37,5.970373307960864
13.1,11.997337196593328
6.29,11.997337196593328
15.29,16.519137208708404
8.09,11.997337196593328
3.64,4.859488633832526
9.9,11.997337196593328
10.4,12.882732301296755
6.14,11.997337196593328
10.3,13.492878916623365
18.3,11.997337196593328
1.3,11.997337196593328
16.5,14.404042024845735
12.48,14.350035568098756
11.37,11.997337196593328
4.4,11.997337196593328
11.13,11.997337196593328
11.65,8.188167686716714
5.98,11.997337196593328
8.62,11.997337196593328
13.4,16.171061847057537
16.38,11.997337196593328
1.4,11.997337196593328
15.06,11.997337196593328
14.12,11.997337196593328
6.39,11.997337196593328
11.9,13.750464210462836
11.17,11.997337196593328
6.39,11.997337196593328
0.16,1.1262366666666652
8.4,11.997337196593328
13.83,11.997337196593328
12.77,11.997337196593328
13.0,11.997337196593328
