y_test_real,y_test_pred
9.77,11.997337196593328
1.7,11.997337196593328
8.2,11.997337196593328
8.12,5.288246787527319
13.8,11.997337196593328
14.91,16.003927658730174
0.2,11.997337196593328
17.0,11.997337196593328
15.7,11.997337196593328
11.41,11.997337196593328
18.11,11.997337196593328
13.12,11.997337196593328
9.7,11.997337196593328
11.74,11.997337196593328
16.95,11.997337196593328
19.09,17.662024404761905
17.8,16.171061847057537
11.1,11.997337196593328
15.75,8.188167686716714
6.9,11.997337196593328
6.47,11.997337196593328
13.5,11.997337196593328
7.0,4.859488633832526
8.04,11.997337196593328
14.26,13.220338698269218
8.8,11.997337196593328
12.6,11.997337196593328
15.75,11.997337196593328
4.74,6.448786275683232
9.0,11.997337196593328
14.15,11.997337196593328
9.6,11.997337196593328
10.1,11.997337196593328
10.59,10.919050054062371
6.41,11.997337196593328
17.71,13.574713814258102
19.58,11.997337196593328
8.62,11.997337196593328
16.97,11.997337196593328
13.7,11.997337196593328
14.29,11.997337196593328
15.3,11.997337196593328
14.92,11.997337196593328
17.14,11.997337196593328
10.41,11.168959087301584
6.21,11.997337196593328
7.01,11.997337196593328
9.5,11.997337196593328
16.21,17.07532639318862
12.49,14.350035568098756
20.1,19.454022507208194
15.5,11.997337196593328
10.2,10.089266083358257
17.39,12.413034548645793
11.9,11.997337196593328
8.5,6.768683000000001
13.55,11.997337196593328
14.87,11.997337196593328
18.21,16.148355948529876
14.1,15.189180631624971
13.47,11.997337196593328
18.4,11.997337196593328
11.46,12.882732301296755
18.7,11.997337196593328
15.45,11.273457406818354
13.07,11.997337196593328
12.43,11.997337196593328
8.46,6.325232859124811
11.73,11.997337196593328
18.6,16.171061847057537
19.24,18.562269653656173
15.18,11.997337196593328
12.36,11.997337196593328
17.83,16.148355948529876
9.81,11.997337196593328
10.5,11.997337196593328
13.3,16.00321530672498
15.0,11.997337196593328
14.81,11.997337196593328
15.8,11.997337196593328
6.7,4.717648108692549
8.5,11.997337196593328
0.1,0.1765475396825398
18.2,11.997337196593328
10.38,11.273457406818354
15.76,11.997337196593328
15.6,11.997337196593328
16.53,14.964261936548084
11.72,11.997337196593328
21.42,19.86400806844985
16.77,11.997337196593328
2.14,11.997337196593328
