y_test_real,y_test_pred
18.0,14.023333534506559
18.38,17.653328176171645
10.56,9.543726541574367
6.32,6.122183367839886
13.36,14.634203179110488
10.0,10.883826000086867
16.47,15.42112653867873
3.0,1.3939439669629898
8.0,11.031820433431308
7.85,6.830140894250672
16.85,17.010123309540692
12.83,11.506150069254426
12.19,14.408355417529338
15.8,14.586454344689132
8.8,5.952528168329253
7.61,7.191786296191734
7.68,7.992083240961939
3.86,11.238199799234588
11.3,10.475241124756888
6.13,7.554210320597273
5.4,10.007857142857139
15.98,16.132634444420326
6.56,2.4510824752740112
13.57,12.903339346801747
5.69,5.203548445274532
0.53,9.58474874234944
16.4,14.343093502994588
9.83,8.166740021331325
13.5,13.50940545830981
5.6,10.17222154837916
11.17,9.892987798795405
18.12,15.16783808702303
4.18,6.022339955455173
10.94,10.268715659943922
13.4,10.946455220688662
10.82,6.905941356348968
10.0,7.6871276220156615
3.1,3.4058362309429717
11.67,9.882437124831695
11.54,11.967576297494777
15.5,16.223906540802187
17.2,13.442464837391398
14.26,12.278934170901557
12.72,13.43950340438547
7.42,12.406020567596663
19.11,18.812991320997845
17.8,17.755955801806895
10.16,6.206991881123648
12.08,11.34836040005339
16.1,14.518171963000757
12.56,12.456633976832348
13.86,12.811198580887712
14.3,13.056496360764845
17.87,17.721668817824614
5.1,8.178534396883313
17.62,15.674056639087311
1.72,1.779442021945953
16.98,16.266758549783543
15.39,11.162938746157224
21.98,17.783185792709713
15.61,15.625370060490958
3.87,7.902889260256653
8.0,7.403388912416092
7.92,8.25356137304724
15.47,14.425256749168714
7.53,13.321659843779415
9.85,7.719022887378324
14.73,13.500735651908474
10.2,10.359169333082379
15.27,12.881931125516996
13.31,16.697921960660597
11.1,11.818630459878289
12.83,13.339550110034892
6.5,5.618878391053393
15.09,12.575969695482645
19.7,12.307942706327479
11.85,11.421974541521287
19.93,16.499490851177814
18.36,16.91702425135252
18.11,16.784497174564567
16.2,14.817677498347066
16.44,17.306004433730518
6.3,7.4846998729531355
17.3,16.104359852345723
19.73,18.625968322981358
13.1,12.576947470524644
10.4,10.975223450341925
5.17,3.5281482950624263
18.18,10.647449927563265
12.62,13.071551209447184
17.0,13.505010282229842
6.24,5.630652812284334
16.5,15.021202303372965
18.8,18.939346017388424
15.02,16.190433601727914
11.4,15.46300970496895
16.5,12.246059075224293
11.6,12.392600097245749
13.97,13.69529640214857
20.63,19.94122584854765
11.08,7.479761553422413
7.19,2.1455584901813167
0.95,1.3018326057276048
12.3,10.557564268702313
11.3,8.77261320902124
4.1,6.9911316660392755
0.01,0.06493968881360188
19.17,14.929576251405603
16.7,16.747868708948058
15.66,12.681292261120518
12.8,11.6448717033617
11.1,8.852447439517004
8.4,9.607268923709137
12.0,10.079824100899117
15.69,16.063503364389245
10.85,11.350346315013486
9.0,4.773379539180624
4.3,5.214676203024024
11.24,13.527760800552102
18.54,14.62556686586361
13.9,13.8172747741389
4.8,8.975287616851746
14.7,16.111276889897542
11.89,11.026160524499659
15.1,15.249125670706109
12.22,12.513827222596246
13.34,12.479666656652533
12.32,12.504986743087835
17.88,18.858498202960646
16.8,13.75747914078674
10.36,8.569589535223232
15.16,14.24564228211403
10.32,11.539952758956018
3.3,5.183126615184963
7.1,10.088068959894342
18.88,16.701643450028225
2.88,7.732537183951317
16.12,15.384870699348959
11.4,12.191991000227839
1.37,7.541637440699399
18.06,16.858128877282137
17.96,17.553921061515585
20.14,18.272031259121526
12.95,12.77710950341929
13.1,12.628018225735616
11.4,11.495098765606375
12.6,12.394144162238732
19.7,16.620777840697947
17.0,16.888802723293743
11.53,11.671948911474999
11.13,13.572891661237318
20.05,19.19878179984267
8.06,9.127844068612541
15.42,13.805581553108714
12.36,10.891158280005019
5.88,5.292441255483644
13.99,12.556444570739004
9.21,10.179139091464094
12.5,12.048808698789138
15.6,8.110894454328825
17.11,16.882430196545126
9.6,10.511126054018447
18.61,18.636176315351324
15.4,14.687106687997998
15.3,16.30455144456992
11.43,13.235755847763345
13.5,12.831834437543128
11.07,13.174558196875587
14.49,16.099857856394816
15.93,13.415643698933923
14.6,14.478767805383036
9.14,10.061651241753422
17.67,16.167003754940716
18.1,16.20668269339356
12.6,6.643437553750594
11.58,9.187134250894038
11.38,12.980777071961855
13.41,12.325074253403608
22.1,21.728791516937175
17.06,14.170624993726081
15.5,11.982176257785971
18.53,19.09955955047368
9.1,9.384857444849843
12.24,9.261039114749982
15.45,14.63311360969948
18.85,18.08656858336581
17.8,15.849142891287464
10.2,8.161350899583509
6.5,8.363426650040779
11.6,13.866593295022719
19.57,17.939521387790954
3.0,8.227885606663868
14.2,11.351333188217582
