y_test_real,y_test_pred
11.16,13.217301065402852
11.36,10.062341551952644
16.25,12.30561462426462
12.3,13.14022557442557
16.43,8.799655750400396
8.26,8.408079521931455
14.43,12.451777932781503
0.78,6.616219069422638
6.7,6.922098778602351
0.32,0.7755249072356213
9.8,11.557866116258182
8.54,6.142813971346115
14.03,12.300663938056509
16.98,15.258318942168938
14.2,12.861902261813816
21.33,17.741922344916986
8.39,12.929162622694768
18.91,19.56647324281694
5.86,8.318950956979528
6.9,5.284407782527807
15.9,13.107590317618888
20.4,19.384833305944753
16.3,16.58102199229342
15.81,12.512584136906511
8.25,9.86760013117135
17.37,18.715713292263295
15.18,13.712090036485193
11.3,12.091008464376431
10.3,10.91522196295768
2.64,3.15429052385523
15.22,15.848189521111479
10.08,10.556017420476351
16.73,16.63306189544582
10.4,11.437844329480043
11.0,8.666496464673173
17.55,18.043149009689138
20.7,20.00812997952585
2.95,3.8989948146654934
1.5,8.687268960474633
16.19,16.966133893883896
8.2,9.369443025876162
13.9,10.146414610564504
19.6,16.756828974348906
17.02,16.827735251256673
11.03,13.535206797838754
18.14,18.31730186455701
16.3,16.218686668093806
11.07,12.305527684651942
12.6,10.65162619364762
12.5,12.891285279263217
12.8,12.225482086918927
16.7,15.608322248386532
10.76,14.210864890175191
17.29,10.767208584809216
9.9,11.019981936900633
4.4,3.6424012319263372
13.88,13.565063892853182
0.23,3.8486887953316535
11.8,11.218755995568387
13.91,11.250259630262358
5.73,9.419890962585503
19.1,14.078573833752616
15.73,15.227668357503106
14.4,15.202469007449622
16.0,14.39896079153107
10.32,12.876451000983147
13.39,11.858929019754761
17.08,16.66730448312192
16.33,16.701885760667903
18.38,15.988741575721198
16.82,12.446039788782649
16.6,14.070078304037233
11.3,12.7180688783672
19.2,16.350941275604217
19.71,20.50207970102154
11.92,10.511140711167915
16.72,13.942814437963868
15.6,14.521157941090186
21.03,17.556775152426933
16.1,14.892486107939684
9.56,9.353276777931761
17.6,19.151143847422418
13.71,11.722016120993853
16.9,18.004147128466776
6.39,4.4748095053819705
7.88,8.342524818120724
7.75,7.806252742892027
12.88,15.701385879455444
12.0,12.405874065022278
14.0,12.341322859423485
9.24,10.806094592499008
4.88,4.008548675134388
11.8,10.001030118760786
16.51,16.16796048792477
17.81,16.52818988610596
15.5,8.289347555003474
15.48,13.796848056705203
0.9,6.99639992982041
15.23,14.514284697445415
7.8,12.004937861939652
12.07,11.846822627469587
6.16,6.306348045031411
16.15,13.456088651292315
6.7,12.344156702867622
10.9,9.521238598866121
12.7,8.555858096945071
7.62,10.478755165231746
13.4,14.756591788860066
17.79,15.675342547928258
2.02,4.619145507958427
4.23,4.13554491288357
13.0,12.800053500138505
3.0,6.387498190481196
18.9,17.44930877109524
17.63,16.62741670848992
19.0,14.982228882123945
12.14,9.304643470511746
0.09,0.09211400560224088
10.84,9.428832811632814
9.98,8.826128538875984
17.74,18.18484197429554
11.0,12.446285086540447
11.83,15.472452285984328
19.12,15.436774854510567
13.51,13.127479097489816
10.42,11.118573015803054
19.9,19.073718372896945
17.12,14.830049246120357
11.7,13.249714265934564
1.96,11.594935971289846
11.1,12.421981317888457
10.5,7.6974015436827425
7.11,4.117417251026285
18.17,18.334400114369757
14.13,7.5278160921711335
1.83,1.6879653569947786
14.1,12.929116406411051
6.33,9.06867595123131
17.95,17.785402305036236
7.54,12.681240337137188
11.57,9.700750548867562
5.7,5.395228222737998
12.04,11.941726717306967
4.57,13.712090036485193
6.97,8.933492239506522
12.8,6.940738816937031
12.6,16.984559717663288
14.37,14.058112220855708
4.25,5.59213947183769
12.54,12.295713258916622
15.38,15.168709724775688
8.6,9.90300966517143
19.1,15.955444664066093
