y_train_real,y_train_pred
10.95,11.916515989010986
9.6,8.896516230158728
14.3,14.657590496448005
11.52,10.751611577380947
14.05,15.85550397005772
18.66,17.92272177322678
9.25,7.657966210317463
10.3,10.024891488095243
12.06,13.84733324314574
15.06,13.174859920912418
20.5,18.38247564393938
14.03,13.636670607864367
9.93,9.5039857972583
19.14,18.07586506701632
0.32,0.9095160941223361
9.1,10.269170992063508
3.54,3.621314696969697
16.9,16.096946448412698
16.03,16.26188476190476
16.1,15.527598273809522
12.4,14.842823630952376
10.0,11.841425378787882
8.1,10.65577659090909
15.67,15.006820557698102
1.8,1.6509053253968242
3.11,8.7157593258715
0.19,0.20584669047619053
13.2,12.364732824675325
12.5,11.132175918109674
8.81,7.6403686002886
7.04,7.086719572510824
19.37,18.386879028540896
12.0,9.453812678571417
11.5,9.75494353174603
13.32,13.32544553571429
19.1,14.385715496031738
12.1,10.81224947943723
11.24,10.42096052986801
9.41,11.077160466269838
7.9,7.7187890151515095
10.0,8.383589027777777
3.6,2.609982554112555
18.4,18.468829841269834
16.72,17.749855238095225
20.72,21.070206230713747
2.29,3.1533650793650803
13.5,13.29291630494506
15.59,16.009643701298707
6.68,12.143940158730157
12.13,12.919904164862919
17.81,17.240882162698412
15.6,15.786377162698427
17.4,14.98278203463204
15.14,16.25887506185808
15.15,16.358561666666663
16.2,14.85233137820513
13.35,13.335939090909097
14.89,12.929300615079363
8.31,6.926286242784991
6.13,8.162744603174605
5.58,8.14104427229225
11.44,12.314279684898434
12.59,11.849835907287156
16.04,16.257471643772885
5.29,2.0061384024891766
16.2,13.689219733877225
8.83,9.288134404761907
17.62,17.284853789682515
16.7,16.076039015567755
16.69,16.597615432900433
3.7,4.929297003968254
2.64,2.314681230955791
15.83,15.655062288644444
6.7,10.381272555916311
15.1,14.520860964761427
5.97,8.416479314713067
15.8,18.00314000000001
12.0,14.597739147102898
3.6,5.894113333333328
3.31,7.284585654761908
0.74,0.7561700353812849
1.26,1.1844915223665218
15.0,13.005153319597069
10.15,9.276465158730153
14.1,13.87067321608947
18.9,17.666692289377288
13.58,10.524083214285723
7.41,9.821631446829308
6.89,6.59931775738151
13.9,15.921744215478975
12.74,12.02135333333332
14.45,13.937514099927848
8.51,12.210975099206355
14.5,14.764949384920628
13.2,12.825909047619046
12.0,13.159083670634919
18.0,18.316917492784988
10.24,13.735502738095251
11.7,10.993629404761911
18.15,15.893846172438675
14.3,14.517721204906206
15.1,14.412583035714285
18.6,18.60230357142857
14.34,15.172602222222213
18.96,17.06242446428571
